id,market,detectedAt,currentPrice,previousPrice,changeRate,rankByChangeRate,rankByTradeValue,missedReason,suggestedStrategy,relatedRuleBefore,suggestedRuleAfter
366,KRW-JST,1778489890472,129.0,128.0,3.2,10,207,"TRADE_VALUE_FILTER_EXCLUDED: move 0.78% from previous snapshot, 0.78% over 30 minutes.",Momentum Breakout,Only top 30 markets by 24h trade value are scanned for strategies.,Include fast-rising change-rate top 10 markets even when outside trade-value top 30.
367,KRW-BLEND,1778489983972,188.0,188.0,3.86740331,8,44,"TRADE_VALUE_FILTER_EXCLUDED: move 0.00% from previous snapshot, 0.00% over 30 minutes.",Momentum Breakout,Only top 30 markets by 24h trade value are scanned for strategies.,Include fast-rising change-rate top 10 markets even when outside trade-value top 30.
368,KRW-IOTA,1778489983972,95.6,95.6,3.46320346,9,105,"TRADE_VALUE_FILTER_EXCLUDED: move 0.00% from previous snapshot, -0.31% over 30 minutes.",Momentum Breakout,Only top 30 markets by 24h trade value are scanned for strategies.,Include fast-rising change-rate top 10 markets even when outside trade-value top 30.
369,KRW-LAYER,1778490046355,181.0,181.0,0.0,143,6,"SCORE_TOO_LOW: move 0.00% from previous snapshot, -0.55% over 30 minutes.",Momentum Breakout,Current score threshold and pattern filters did not produce a top signal.,Rebalance score weights when rank and short-term move both improve.
370,KRW-ETH,1778490046355,3436000.0,3437000.0,-0.02909514111143439,144,5,"SCORE_TOO_LOW: move -0.03% from previous snapshot, -0.06% over 30 minutes.",Momentum Breakout,Current score threshold and pattern filters did not produce a top signal.,Rebalance score weights when rank and short-term move both improve.
371,KRW-QTUM,1778490046355,1516.0,1516.0,0.0,145,10,"SCORE_TOO_LOW: move 0.00% from previous snapshot, -0.13% over 30 minutes.",Momentum Breakout,Current score threshold and pattern filters did not produce a top signal.,Rebalance score weights when rank and short-term move both improve.
372,KRW-XRP,1778490046355,2131.0,2131.0,0.0,158,1,"SCORE_TOO_LOW: move 0.00% from previous snapshot, -0.05% over 30 minutes.",Momentum Breakout,Current score threshold and pattern filters did not produce a top signal.,Rebalance score weights when rank and short-term move both improve.
373,KRW-BTC,1778490046355,119047000.0,119049000.0,-0.0016799805122260582,149,2,"SCORE_TOO_LOW: move -0.00% from previous snapshot, -0.04% over 30 minutes.",Momentum Breakout,Current score threshold and pattern filters did not produce a top signal.,Rebalance score weights when rank and short-term move both improve.
374,KRW-SUI,1778490265581,1843.0,1841.0,0.10863661053775121,252,3,"SCORE_TOO_LOW: move 0.11% from previous snapshot, -0.75% over 30 minutes.",Momentum Breakout,Current score threshold and pattern filters did not produce a top signal.,Rebalance score weights when rank and short-term move both improve.
375,KRW-AKT,1778490421762,1146.0,1136.0,3.42960289,10,65,"TRADE_VALUE_FILTER_EXCLUDED: move 0.88% from previous snapshot, 0.97% over 30 minutes.",Momentum Breakout,Only top 30 markets by 24h trade value are scanned for strategies.,Include fast-rising change-rate top 10 markets even when outside trade-value top 30.
376,KRW-ONDO,1778490515392,626.0,626.0,0.96774194,39,7,"SCORE_TOO_LOW: move 0.00% from previous snapshot, -0.63% over 30 minutes.",Momentum Breakout,Current score threshold and pattern filters did not produce a top signal.,Rebalance score weights when rank and short-term move both improve.
377,KRW-ATH,1778490577618,10.7,10.7,3.88349515,6,58,"TRADE_VALUE_FILTER_EXCLUDED: move 0.00% from previous snapshot, -1.83% over 30 minutes.",Momentum Breakout,Only top 30 markets by 24h trade value are scanned for strategies.,Include fast-rising change-rate top 10 markets even when outside trade-value top 30.
378,KRW-FF,1778490765032,99.3,98.2,3.5453597500000003,10,132,"TRADE_VALUE_FILTER_EXCLUDED: move 1.12% from previous snapshot, 2.48% over 30 minutes.",Momentum Breakout,Only top 30 markets by 24h trade value are scanned for strategies.,Include fast-rising change-rate top 10 markets even when outside trade-value top 30.
379,KRW-AWE,1778490858602,85.6,84.5,3.88349515,9,166,"TRADE_VALUE_FILTER_EXCLUDED: move 1.30% from previous snapshot, 2.88% over 30 minutes.",Momentum Breakout,Only top 30 markets by 24h trade value are scanned for strategies.,Include fast-rising change-rate top 10 markets even when outside trade-value top 30.
380,KRW-USDT,1778491108164,1474.0,1474.0,0.47716428,58,4,"SCORE_TOO_LOW: move 0.00% from previous snapshot, 0.00% over 30 minutes.",Momentum Breakout,Current score threshold and pattern filters did not produce a top signal.,Rebalance score weights when rank and short-term move both improve.
381,KRW-CTC,1778491108164,248.0,247.0,3.76569038,10,63,"TRADE_VALUE_FILTER_EXCLUDED: move 0.40% from previous snapshot, 0.40% over 30 minutes.",Momentum Breakout,Only top 30 markets by 24h trade value are scanned for strategies.,Include fast-rising change-rate top 10 markets even when outside trade-value top 30.
382,KRW-KITE,1778491108164,278.0,279.0,7.33590734,3,23,"UNKNOWN: move -0.36% from previous snapshot, -1.07% over 30 minutes.",Momentum Breakout,Current score threshold and pattern filters did not produce a top signal.,Review SignalEngine filters for this market pattern.
383,KRW-MOCA,1778491348904,22.9,22.8,4.09090909,9,133,"TRADE_VALUE_FILTER_EXCLUDED: move 0.44% from previous snapshot, 0.00% over 30 minutes.",Momentum Breakout,Only top 30 markets by 24h trade value are scanned for strategies.,Include fast-rising change-rate top 10 markets even when outside trade-value top 30.
384,KRW-ME,1778491630962,183.0,183.0,4.57142857,6,79,"TRADE_VALUE_FILTER_EXCLUDED: move 0.00% from previous snapshot, 1.10% over 30 minutes.",Momentum Breakout,Only top 30 markets by 24h trade value are scanned for strategies.,Include fast-rising change-rate top 10 markets even when outside trade-value top 30.
385,KRW-PROS,1778491808859,1206.0,1207.0,-0.08285004142502071,255,10,"SCORE_TOO_LOW: move -0.08% from previous snapshot, -0.74% over 30 minutes.",Momentum Breakout,Current score threshold and pattern filters did not produce a top signal.,Rebalance score weights when rank and short-term move both improve.
386,KRW-IOTA,1778491808859,96.3,96.3,4.22077922,8,97,"TRADE_VALUE_FILTER_EXCLUDED: move 0.00% from previous snapshot, -0.10% over 30 minutes.",Momentum Breakout,Only top 30 markets by 24h trade value are scanned for strategies.,Include fast-rising change-rate top 10 markets even when outside trade-value top 30.
387,KRW-MBL,1778491808859,1.5,1.49,5.63380282,5,32,"TRADE_VALUE_FILTER_EXCLUDED: move 0.67% from previous snapshot, 0.67% over 30 minutes.",Momentum Breakout,Only top 30 markets by 24h trade value are scanned for strategies.,Include fast-rising change-rate top 10 markets even when outside trade-value top 30.
388,KRW-FLOCK,1778491808859,120.0,119.0,4.34782609,7,83,"TRADE_VALUE_FILTER_EXCLUDED: move 0.84% from previous snapshot, 0.84% over 30 minutes.",Momentum Breakout,Only top 30 markets by 24h trade value are scanned for strategies.,Include fast-rising change-rate top 10 markets even when outside trade-value top 30.
389,KRW-BLEND,1778491853524,188.0,187.0,3.86740331,10,44,"TRADE_VALUE_FILTER_EXCLUDED: move 0.53% from previous snapshot, 0.53% over 30 minutes.",Momentum Breakout,Only top 30 markets by 24h trade value are scanned for strategies.,Include fast-rising change-rate top 10 markets even when outside trade-value top 30.
390,KRW-ETH,1778491853524,3443000.0,3442000.0,0.0872093023255814,138,5,"SCORE_TOO_LOW: move 0.03% from previous snapshot, 0.09% over 30 minutes.",Momentum Breakout,Current score threshold and pattern filters did not produce a top signal.,Rebalance score weights when rank and short-term move both improve.
391,KRW-QTUM,1778491853524,1521.0,1518.0,0.1976284584980237,126,9,"SCORE_TOO_LOW: move 0.20% from previous snapshot, -0.26% over 30 minutes.",Momentum Breakout,Current score threshold and pattern filters did not produce a top signal.,Rebalance score weights when rank and short-term move both improve.
392,KRW-XRP,1778491853524,2138.0,2138.0,0.1405152224824356,145,1,"SCORE_TOO_LOW: move 0.00% from previous snapshot, 0.14% over 30 minutes.",Momentum Breakout,Current score threshold and pattern filters did not produce a top signal.,Rebalance score weights when rank and short-term move both improve.
393,KRW-BTC,1778491853524,119157000.0,119157000.0,0.056259971450163745,154,2,"SCORE_TOO_LOW: move 0.00% from previous snapshot, 0.06% over 30 minutes.",Momentum Breakout,Current score threshold and pattern filters did not produce a top signal.,Rebalance score weights when rank and short-term move both improve.
394,KRW-KAITO,1778492168947,769.0,763.0,3.9189189200000003,8,162,"TRADE_VALUE_FILTER_EXCLUDED: move 0.79% from previous snapshot, 0.26% over 30 minutes.",Momentum Breakout,Only top 30 markets by 24h trade value are scanned for strategies.,Include fast-rising change-rate top 10 markets even when outside trade-value top 30.
395,KRW-SUI,1778492168947,1858.0,1848.0,0.5955603681645912,252,3,"SCORE_TOO_LOW: move 0.54% from previous snapshot, 0.60% over 30 minutes.",Momentum Breakout,Current score threshold and pattern filters did not produce a top signal.,Rebalance score weights when rank and short-term move both improve.
396,KRW-CARV,1778492440154,102.0,100.0,3.76398779,9,116,"TRADE_VALUE_FILTER_EXCLUDED: move 2.00% from previous snapshot, 2.00% over 30 minutes.",Momentum Breakout,Only top 30 markets by 24h trade value are scanned for strategies.,Include fast-rising change-rate top 10 markets even when outside trade-value top 30.
397,KRW-AKT,1778492440154,1147.0,1146.0,3.5198556,10,64,"TRADE_VALUE_FILTER_EXCLUDED: move 0.09% from previous snapshot, 0.35% over 30 minutes.",Momentum Breakout,Only top 30 markets by 24h trade value are scanned for strategies.,Include fast-rising change-rate top 10 markets even when outside trade-value top 30.
398,KRW-LAYER,1778492471588,179.0,178.0,0.5617977528089888,223,6,"SCORE_TOO_LOW: move 0.56% from previous snapshot, -1.65% over 30 minutes.",Momentum Breakout,Current score threshold and pattern filters did not produce a top signal.,Rebalance score weights when rank and short-term move both improve.
399,KRW-ATH,1778492471588,10.7,10.6,3.88349515,8,57,"TRADE_VALUE_FILTER_EXCLUDED: move 0.94% from previous snapshot, 0.00% over 30 minutes.",Momentum Breakout,Only top 30 markets by 24h trade value are scanned for strategies.,Include fast-rising change-rate top 10 markets even when outside trade-value top 30.
400,KRW-SONIC,1778492856193,71.3,71.6,12.28346457,1,8,"SCORE_TOO_LOW: move -0.42% from previous snapshot, 1.42% over 30 minutes.",Momentum Breakout,Current score threshold and pattern filters did not produce a top signal.,Rebalance score weights when rank and short-term move both improve.
401,KRW-KITE,1778492924869,278.0,278.0,7.33590734,3,20,"UNKNOWN: move 0.00% from previous snapshot, 1.46% over 30 minutes.",Momentum Breakout,Current score threshold and pattern filters did not produce a top signal.,Review SignalEngine filters for this market pattern.
402,KRW-FF,1778492956059,99.4,99.3,3.64963504,9,80,"TRADE_VALUE_FILTER_EXCLUDED: move 0.10% from previous snapshot, -2.55% over 30 minutes.",Momentum Breakout,Only top 30 markets by 24h trade value are scanned for strategies.,Include fast-rising change-rate top 10 markets even when outside trade-value top 30.
403,KRW-MOCA,1778493169941,23.0,23.0,4.54545455,6,131,"TRADE_VALUE_FILTER_EXCLUDED: move 0.00% from previous snapshot, 1.32% over 30 minutes.",Momentum Breakout,Only top 30 markets by 24h trade value are scanned for strategies.,Include fast-rising change-rate top 10 markets even when outside trade-value top 30.
404,KRW-VANA,1778493240438,2639.0,2636.0,3.77506882,10,71,"TRADE_VALUE_FILTER_EXCLUDED: move 0.11% from previous snapshot, 0.76% over 30 minutes.",Momentum Breakout,Only top 30 markets by 24h trade value are scanned for strategies.,Include fast-rising change-rate top 10 markets even when outside trade-value top 30.
405,KRW-MOVE,1778493435482,32.4,32.3,12.5,1,14,"UNKNOWN: move 0.31% from previous snapshot, 1.57% over 30 minutes.",Momentum Breakout,Current score threshold and pattern filters did not produce a top signal.,Review SignalEngine filters for this market pattern.
406,KRW-ME,1778493435482,185.0,185.0,5.71428571,4,75,"TRADE_VALUE_FILTER_EXCLUDED: move 0.00% from previous snapshot, 0.54% over 30 minutes.",Momentum Breakout,Only top 30 markets by 24h trade value are scanned for strategies.,Include fast-rising change-rate top 10 markets even when outside trade-value top 30.
407,KRW-USDT,1778493530100,1472.0,1473.0,0.34083163,67,4,"SCORE_TOO_LOW: move -0.07% from previous snapshot, 0.00% over 30 minutes.",Momentum Breakout,Current score threshold and pattern filters did not produce a top signal.,Rebalance score weights when rank and short-term move both improve.
408,KRW-PROS,1778493624217,1218.0,1216.0,0.7444168734491315,255,10,"SCORE_TOO_LOW: move 0.16% from previous snapshot, 0.74% over 30 minutes.",Momentum Breakout,Current score threshold and pattern filters did not produce a top signal.,Rebalance score weights when rank and short-term move both improve.
409,KRW-IOTA,1778493624217,96.5,96.5,4.437229439999999,5,94,"TRADE_VALUE_FILTER_EXCLUDED: move 0.00% from previous snapshot, -0.52% over 30 minutes.",Momentum Breakout,Only top 30 markets by 24h trade value are scanned for strategies.,Include fast-rising change-rate top 10 markets even when outside trade-value top 30.
410,KRW-MBL,1778493624217,1.48,1.48,4.225352109999999,9,31,"TRADE_VALUE_FILTER_EXCLUDED: move 0.00% from previous snapshot, -0.67% over 30 minutes.",Momentum Breakout,Only top 30 markets by 24h trade value are scanned for strategies.,Include fast-rising change-rate top 10 markets even when outside trade-value top 30.
411,KRW-ETH,1778493655319,3442000.0,3442000.0,0.0,156,5,"SCORE_TOO_LOW: move 0.00% from previous snapshot, -0.03% over 30 minutes.",Momentum Breakout,Current score threshold and pattern filters did not produce a top signal.,Rebalance score weights when rank and short-term move both improve.
412,KRW-QTUM,1778493655319,1525.0,1520.0,0.5273566249176005,116,9,"SCORE_TOO_LOW: move 0.33% from previous snapshot, 0.53% over 30 minutes.",Momentum Breakout,Current score threshold and pattern filters did not produce a top signal.,Rebalance score weights when rank and short-term move both improve.
413,KRW-XRP,1778493655319,2138.0,2138.0,0.0,157,1,"SCORE_TOO_LOW: move 0.00% from previous snapshot, -0.14% over 30 minutes.",Momentum Breakout,Current score threshold and pattern filters did not produce a top signal.,Rebalance score weights when rank and short-term move both improve.
414,KRW-BTC,1778493655319,119199000.0,119199000.0,0.03608714626204304,164,2,"SCORE_TOO_LOW: move 0.00% from previous snapshot, 0.04% over 30 minutes.",Momentum Breakout,Current score threshold and pattern filters did not produce a top signal.,Rebalance score weights when rank and short-term move both improve.
