id,changedAt,affectedStrategyName,strategyVersionBefore,strategyVersionAfterSuggestion,beforeRule,afterRule,reason,evidenceMarkets,expectedEffect,applied
260,1778781982128,Volume Accumulation,v1,v1-proposal,Current SignalEngine scoring and filters for Volume Accumulation.,"Review rule for SCORE_TOO_LOW: move 0.07% from previous snapshot, -0.07% over 30 minutes.; repeated 2 time(s).","Volume Accumulation is stable in the recent sample, but needs more observations.",Recent signal history,Reduce repeated misses or weak outcomes after user review.,0
261,1778781982128,Momentum Breakout,v1,v1-proposal,Current SignalEngine scoring and filters for Momentum Breakout.,"Review rule for SCORE_TOO_LOW: move 0.07% from previous snapshot, -0.07% over 30 minutes.; repeated 2 time(s).",Momentum Breakout is related to repeated missed opportunities.,"KRW-BTC, KRW-IMX, KRW-HP, KRW-ETH, KRW-NEWT, KRW-UP2, KRW-USDT, KRW-POLYX, KRW-SAHARA, KRW-SOL, KRW-CFG, KRW-PENDLE, KRW-NXPC, KRW-ENA, KRW-HYPER, KRW-SONIC, KRW-DOGE, KRW-CC, KRW-MET2, KRW-XRP, KRW-GRT, KRW-MON, KRW-PIEVERSE, KRW-AZTEC",Reduce repeated misses or weak outcomes after user review.,0
262,1778784398750,Volume Accumulation,v1,v1-proposal,Current SignalEngine scoring and filters for Volume Accumulation.,"Review rule for SCORE_TOO_LOW: move 0.00% from previous snapshot, 0.07% over 30 minutes.; repeated 2 time(s).","Volume Accumulation is stable in the recent sample, but needs more observations.",Recent signal history,Reduce repeated misses or weak outcomes after user review.,0
263,1778784398750,Momentum Breakout,v1,v1-proposal,Current SignalEngine scoring and filters for Momentum Breakout.,"Review rule for SCORE_TOO_LOW: move 0.00% from previous snapshot, 0.07% over 30 minutes.; repeated 2 time(s).",Momentum Breakout is related to repeated missed opportunities.,"KRW-BTC, KRW-IMX, KRW-HP, KRW-ETH, KRW-NEWT, KRW-UP2, KRW-USDT, KRW-POLYX, KRW-SONIC, KRW-XRP, KRW-SAHARA, KRW-SOL, KRW-CFG, KRW-ENA, KRW-HYPER, KRW-NXPC, KRW-PENDLE, KRW-DOGE, KRW-CC, KRW-MET2, KRW-GRT, KRW-MON, KRW-PIEVERSE",Reduce repeated misses or weak outcomes after user review.,0
264,1778784398750,Rebound Watch,v1,v1-proposal,Current SignalEngine scoring and filters for Rebound Watch.,"Review rule for SCORE_TOO_LOW: move 0.00% from previous snapshot, 0.07% over 30 minutes.; repeated 2 time(s).","Rebound Watch is stable in the recent sample, but needs more observations.",Recent signal history,Reduce repeated misses or weak outcomes after user review.,0
265,1778785280451,Rebound Watch,v1,v1-proposal,Current SignalEngine scoring and filters for Rebound Watch.,"Review rule for TRADE_VALUE_FILTER_EXCLUDED: move 0.00% from previous snapshot, 0.00% over 30 minutes.; repeated 2 time(s).","Rebound Watch is stable in the recent sample, but needs more observations.",Recent signal history,Reduce repeated misses or weak outcomes after user review.,0
266,1778785280451,Volume Accumulation,v1,v1-proposal,Current SignalEngine scoring and filters for Volume Accumulation.,"Review rule for TRADE_VALUE_FILTER_EXCLUDED: move 0.00% from previous snapshot, 0.00% over 30 minutes.; repeated 2 time(s).","Volume Accumulation is stable in the recent sample, but needs more observations.",Recent signal history,Reduce repeated misses or weak outcomes after user review.,0
267,1778785280451,Momentum Breakout,v1,v1-proposal,Current SignalEngine scoring and filters for Momentum Breakout.,"Review rule for TRADE_VALUE_FILTER_EXCLUDED: move 0.00% from previous snapshot, 0.00% over 30 minutes.; repeated 2 time(s).",Momentum Breakout is related to repeated missed opportunities.,"KRW-SAHARA, KRW-SOL, KRW-CFG, KRW-ENA, KRW-HYPER, KRW-NXPC, KRW-BTC, KRW-IMX, KRW-HP, KRW-ETH, KRW-NEWT, KRW-UP2, KRW-USDT, KRW-POLYX, KRW-SONIC, KRW-XRP, KRW-PENDLE, KRW-DOGE, KRW-CC, KRW-MET2, KRW-GRT, KRW-MON",Reduce repeated misses or weak outcomes after user review.,0
268,1778786461548,Volume Accumulation,v1,v1-proposal,Current SignalEngine scoring and filters for Volume Accumulation.,"Review rule for TRADE_VALUE_FILTER_EXCLUDED: move 0.00% from previous snapshot, 0.00% over 30 minutes.; repeated 3 time(s).","Volume Accumulation is stable in the recent sample, but needs more observations.",Recent signal history,Reduce repeated misses or weak outcomes after user review.,0
269,1778786461548,Rebound Watch,v1,v1-proposal,Current SignalEngine scoring and filters for Rebound Watch.,"Review rule for TRADE_VALUE_FILTER_EXCLUDED: move 0.00% from previous snapshot, 0.00% over 30 minutes.; repeated 3 time(s).","Rebound Watch is stable in the recent sample, but needs more observations.",Recent signal history,Reduce repeated misses or weak outcomes after user review.,0
270,1778786461548,Momentum Breakout,v1,v1-proposal,Current SignalEngine scoring and filters for Momentum Breakout.,"Review rule for TRADE_VALUE_FILTER_EXCLUDED: move 0.00% from previous snapshot, 0.00% over 30 minutes.; repeated 3 time(s).",Momentum Breakout is related to repeated missed opportunities.,"KRW-BTC, KRW-FLUID, KRW-IMX, KRW-HP, KRW-ETH, KRW-NEWT, KRW-UP2, KRW-USDT, KRW-POLYX, KRW-DOT, KRW-SAHARA, KRW-SOL, KRW-CFG, KRW-ENA, KRW-HYPER, KRW-NXPC, KRW-SONIC, KRW-XRP, KRW-PENDLE, KRW-DOGE, KRW-CC, KRW-MET2",Reduce repeated misses or weak outcomes after user review.,0
271,1778788291570,Volume Accumulation,v1,v1-proposal,Current SignalEngine scoring and filters for Volume Accumulation.,"Review rule for SCORE_TOO_LOW: move 0.07% from previous snapshot, 0.07% over 30 minutes.; repeated 3 time(s).","Volume Accumulation is stable in the recent sample, but needs more observations.",Recent signal history,Reduce repeated misses or weak outcomes after user review.,0
272,1778788291570,Rebound Watch,v1,v1-proposal,Current SignalEngine scoring and filters for Rebound Watch.,"Review rule for SCORE_TOO_LOW: move 0.07% from previous snapshot, 0.07% over 30 minutes.; repeated 3 time(s).","Rebound Watch is stable in the recent sample, but needs more observations.",Recent signal history,Reduce repeated misses or weak outcomes after user review.,0
273,1778788291570,Momentum Breakout,v1,v1-proposal,Current SignalEngine scoring and filters for Momentum Breakout.,"Review rule for SCORE_TOO_LOW: move 0.07% from previous snapshot, 0.07% over 30 minutes.; repeated 3 time(s).",Momentum Breakout is related to repeated missed opportunities.,"KRW-BTC, KRW-XRP, KRW-IMX, KRW-HP, KRW-ETH, KRW-NEWT, KRW-UP2, KRW-USDT, KRW-POLYX, KRW-SONIC, KRW-SAHARA, KRW-SOL, KRW-DOT, KRW-CFG, KRW-HYPER, KRW-NXPC, KRW-FLUID, KRW-ENA, KRW-PENDLE, KRW-DOGE, KRW-CC, KRW-MET2",Reduce repeated misses or weak outcomes after user review.,0
274,1778795548902,Momentum Breakout,v1,v1-proposal,Current SignalEngine scoring and filters for Momentum Breakout.,"Review rule for TRADE_VALUE_FILTER_EXCLUDED: move 0.00% from previous snapshot, 0.00% over 30 minutes.; repeated 6 time(s).",Momentum Breakout is related to repeated missed opportunities.,"KRW-BTC, KRW-AZTEC, KRW-IMX, KRW-HP, KRW-ETH, KRW-NEWT, KRW-UP2, KRW-USDT, KRW-SONIC, KRW-FLUID, KRW-CC, KRW-SAHARA, KRW-SOL, KRW-HYPER, KRW-NXPC, KRW-CFG, KRW-POLYX, KRW-XRP, KRW-DOGE, KRW-ENS, KRW-DOT, KRW-ENA",Reduce repeated misses or weak outcomes after user review.,0
275,1778795548902,Volume Accumulation,v1,v1-proposal,Current SignalEngine scoring and filters for Volume Accumulation.,"Review rule for TRADE_VALUE_FILTER_EXCLUDED: move 0.00% from previous snapshot, 0.00% over 30 minutes.; repeated 6 time(s).","Volume Accumulation is stable in the recent sample, but needs more observations.",Recent signal history,Reduce repeated misses or weak outcomes after user review.,0
276,1778795548902,Rebound Watch,v1,v1-proposal,Current SignalEngine scoring and filters for Rebound Watch.,"Review rule for TRADE_VALUE_FILTER_EXCLUDED: move 0.00% from previous snapshot, 0.00% over 30 minutes.; repeated 6 time(s).","Rebound Watch is stable in the recent sample, but needs more observations.",Recent signal history,Reduce repeated misses or weak outcomes after user review.,0
277,1778802941859,Volume Accumulation,v1,v1-proposal,Current SignalEngine scoring and filters for Volume Accumulation.,"Review rule for TRADE_VALUE_FILTER_EXCLUDED: move 0.00% from previous snapshot, 0.00% over 30 minutes.; repeated 7 time(s).","Volume Accumulation is stable in the recent sample, but needs more observations.",Recent signal history,Reduce repeated misses or weak outcomes after user review.,0
278,1778802941859,Rebound Watch,v1,v1-proposal,Current SignalEngine scoring and filters for Rebound Watch.,"Review rule for TRADE_VALUE_FILTER_EXCLUDED: move 0.00% from previous snapshot, 0.00% over 30 minutes.; repeated 7 time(s).","Rebound Watch is stable in the recent sample, but needs more observations.",Recent signal history,Reduce repeated misses or weak outcomes after user review.,0
279,1778802941859,Momentum Breakout,v1,v1-proposal,Current SignalEngine scoring and filters for Momentum Breakout.,"Review rule for TRADE_VALUE_FILTER_EXCLUDED: move 0.00% from previous snapshot, 0.00% over 30 minutes.; repeated 7 time(s).",Momentum Breakout is related to repeated missed opportunities.,"KRW-BTC, KRW-IMX, KRW-HP, KRW-ETH, KRW-NEWT, KRW-UP2, KRW-USDT, KRW-FLUID, KRW-CC, KRW-SAHARA, KRW-SOL, KRW-HYPER, KRW-NXPC, KRW-SOON, KRW-AZTEC, KRW-SONIC, KRW-POLYX, KRW-SUPER, KRW-AERO, KRW-CFG",Reduce repeated misses or weak outcomes after user review.,0
280,1778818293253,Rebound Watch,v1,v1-proposal,Current SignalEngine scoring and filters for Rebound Watch.,"Review rule for TRADE_VALUE_FILTER_EXCLUDED: move 0.00% from previous snapshot, 0.00% over 30 minutes.; repeated 8 time(s).","Rebound Watch is stable in the recent sample, but needs more observations.",Recent signal history,Reduce repeated misses or weak outcomes after user review.,0
281,1778818293253,Volume Accumulation,v1,v1-proposal,Current SignalEngine scoring and filters for Volume Accumulation.,"Review rule for TRADE_VALUE_FILTER_EXCLUDED: move 0.00% from previous snapshot, 0.00% over 30 minutes.; repeated 8 time(s).","Volume Accumulation is stable in the recent sample, but needs more observations.",Recent signal history,Reduce repeated misses or weak outcomes after user review.,0
282,1778818293253,Momentum Breakout,v1,v1-proposal,Current SignalEngine scoring and filters for Momentum Breakout.,"Review rule for TRADE_VALUE_FILTER_EXCLUDED: move 0.00% from previous snapshot, 0.00% over 30 minutes.; repeated 8 time(s).",Momentum Breakout is related to repeated missed opportunities.,"KRW-AXL, KRW-BTC, KRW-ETH, KRW-FF, KRW-BREV, KRW-ESP, KRW-UP2, KRW-POWR, KRW-PENDLE, KRW-LA, KRW-KERNEL, KRW-ME, KRW-POLYX, KRW-CVC, KRW-ZKP, KRW-USDT, KRW-SAHARA, KRW-HOLO, KRW-XRP, KRW-SOL, KRW-AWE, KRW-PIEVERSE, KRW-AKT, KRW-FLOCK, KRW-PLUME, KRW-TREE, KRW-CC, KRW-LINEA, KRW-FLUID, KRW-VIRTUAL, KRW-WLFI, KRW-A",Reduce repeated misses or weak outcomes after user review.,0
283,1778819804182,Rebound Watch,v1,v1-proposal,Current SignalEngine scoring and filters for Rebound Watch.,"Review rule for TRADE_VALUE_FILTER_EXCLUDED: move 0.00% from previous snapshot, 0.00% over 30 minutes.; repeated 9 time(s).","Rebound Watch is stable in the recent sample, but needs more observations.",Recent signal history,Reduce repeated misses or weak outcomes after user review.,0
284,1778819804182,Volume Accumulation,v1,v1-proposal,Current SignalEngine scoring and filters for Volume Accumulation.,"Review rule for TRADE_VALUE_FILTER_EXCLUDED: move 0.00% from previous snapshot, 0.00% over 30 minutes.; repeated 9 time(s).","Volume Accumulation is stable in the recent sample, but needs more observations.",Recent signal history,Reduce repeated misses or weak outcomes after user review.,0
285,1778819804182,Momentum Breakout,v1,v1-proposal,Current SignalEngine scoring and filters for Momentum Breakout.,"Review rule for TRADE_VALUE_FILTER_EXCLUDED: move 0.00% from previous snapshot, 0.00% over 30 minutes.; repeated 9 time(s).",Momentum Breakout is related to repeated missed opportunities.,"KRW-ESP, KRW-CRO, KRW-PENDLE, KRW-UP2, KRW-SOL, KRW-ZKP, KRW-KERNEL, KRW-DRIFT, KRW-POLYX, KRW-CVC, KRW-TOSHI, KRW-AXL, KRW-BTC, KRW-ETH, KRW-FF, KRW-BREV, KRW-POWR, KRW-LA, KRW-ME, KRW-USDT, KRW-SAHARA, KRW-HOLO, KRW-XRP, KRW-AWE, KRW-PIEVERSE, KRW-AKT, KRW-FLOCK, KRW-PLUME, KRW-TREE, KRW-CC, KRW-LINEA, KRW-FLUID",Reduce repeated misses or weak outcomes after user review.,0
286,1778819836390,Rebound Watch,v1,v1-proposal,Current SignalEngine scoring and filters for Rebound Watch.,"Review rule for TRADE_VALUE_FILTER_EXCLUDED: move 0.00% from previous snapshot, 0.00% over 30 minutes.; repeated 10 time(s).","Rebound Watch is stable in the recent sample, but needs more observations.",Recent signal history,Reduce repeated misses or weak outcomes after user review.,0
287,1778819836390,Volume Accumulation,v1,v1-proposal,Current SignalEngine scoring and filters for Volume Accumulation.,"Review rule for TRADE_VALUE_FILTER_EXCLUDED: move 0.00% from previous snapshot, 0.00% over 30 minutes.; repeated 10 time(s).","Volume Accumulation is stable in the recent sample, but needs more observations.",Recent signal history,Reduce repeated misses or weak outcomes after user review.,0
288,1778819836390,Momentum Breakout,v1,v1-proposal,Current SignalEngine scoring and filters for Momentum Breakout.,"Review rule for TRADE_VALUE_FILTER_EXCLUDED: move 0.00% from previous snapshot, 0.00% over 30 minutes.; repeated 10 time(s).",Momentum Breakout is related to repeated missed opportunities.,"KRW-ME, KRW-ESP, KRW-CRO, KRW-PENDLE, KRW-UP2, KRW-SOL, KRW-ZKP, KRW-KERNEL, KRW-DRIFT, KRW-POLYX, KRW-CVC, KRW-TOSHI, KRW-AXL, KRW-BTC, KRW-ETH, KRW-FF, KRW-BREV, KRW-POWR, KRW-LA, KRW-USDT, KRW-SAHARA, KRW-HOLO, KRW-XRP, KRW-AWE, KRW-PIEVERSE, KRW-AKT, KRW-FLOCK, KRW-PLUME, KRW-TREE, KRW-CC, KRW-LINEA, KRW-FLUID",Reduce repeated misses or weak outcomes after user review.,0
289,1778820869917,Rebound Watch,v1,v1-proposal,Current SignalEngine scoring and filters for Rebound Watch.,"Review rule for TRADE_VALUE_FILTER_EXCLUDED: move 0.00% from previous snapshot, 0.00% over 30 minutes.; repeated 11 time(s).","Rebound Watch is stable in the recent sample, but needs more observations.",Recent signal history,Reduce repeated misses or weak outcomes after user review.,0
290,1778820869917,Volume Accumulation,v1,v1-proposal,Current SignalEngine scoring and filters for Volume Accumulation.,"Review rule for TRADE_VALUE_FILTER_EXCLUDED: move 0.00% from previous snapshot, 0.00% over 30 minutes.; repeated 11 time(s).","Volume Accumulation is stable in the recent sample, but needs more observations.",Recent signal history,Reduce repeated misses or weak outcomes after user review.,0
291,1778820869917,Momentum Breakout,v1,v1-proposal,Current SignalEngine scoring and filters for Momentum Breakout.,"Review rule for TRADE_VALUE_FILTER_EXCLUDED: move 0.00% from previous snapshot, 0.00% over 30 minutes.; repeated 11 time(s).",Momentum Breakout is related to repeated missed opportunities.,"KRW-BREV, KRW-KERNEL, KRW-LA, KRW-POLYX, KRW-CVC, KRW-AWE, KRW-HP, KRW-AXL, KRW-ETH, KRW-FF, KRW-ME, KRW-ESP, KRW-CRO, KRW-PENDLE, KRW-UP2, KRW-SOL, KRW-ZKP, KRW-DRIFT, KRW-TOSHI, KRW-BTC, KRW-POWR, KRW-USDT, KRW-SAHARA, KRW-HOLO, KRW-XRP, KRW-PIEVERSE, KRW-AKT, KRW-FLOCK, KRW-PLUME, KRW-TREE, KRW-CC, KRW-LINEA",Reduce repeated misses or weak outcomes after user review.,0
292,1778821606489,Volume Accumulation,v1,v1-proposal,Current SignalEngine scoring and filters for Volume Accumulation.,"Review rule for TRADE_VALUE_FILTER_EXCLUDED: move 0.00% from previous snapshot, 0.00% over 30 minutes.; repeated 12 time(s).","Volume Accumulation is stable in the recent sample, but needs more observations.",Recent signal history,Reduce repeated misses or weak outcomes after user review.,0
293,1778821606489,Momentum Breakout,v1,v1-proposal,Current SignalEngine scoring and filters for Momentum Breakout.,"Review rule for TRADE_VALUE_FILTER_EXCLUDED: move 0.00% from previous snapshot, 0.00% over 30 minutes.; repeated 12 time(s).",Momentum Breakout is related to repeated missed opportunities.,"KRW-ESP, KRW-CRO, KRW-SOL, KRW-DRIFT, KRW-USDT, KRW-ZKP, KRW-BREV, KRW-KERNEL, KRW-LA, KRW-POLYX, KRW-CVC, KRW-AWE, KRW-HP, KRW-AXL, KRW-ETH, KRW-FF, KRW-ME, KRW-PENDLE, KRW-UP2, KRW-TOSHI, KRW-BTC, KRW-POWR, KRW-SAHARA, KRW-HOLO, KRW-XRP, KRW-PIEVERSE, KRW-AKT, KRW-FLOCK, KRW-PLUME, KRW-TREE, KRW-CC, KRW-LINEA",Reduce repeated misses or weak outcomes after user review.,0
294,1778821606489,Rebound Watch,v1,v1-proposal,Current SignalEngine scoring and filters for Rebound Watch.,"Review rule for TRADE_VALUE_FILTER_EXCLUDED: move 0.00% from previous snapshot, 0.00% over 30 minutes.; repeated 12 time(s).","Rebound Watch is stable in the recent sample, but needs more observations.",Recent signal history,Reduce repeated misses or weak outcomes after user review.,0
295,1778821803629,Volume Accumulation,v1,v1-proposal,Current SignalEngine scoring and filters for Volume Accumulation.,"Review rule for TRADE_VALUE_FILTER_EXCLUDED: move 0.00% from previous snapshot, 0.00% over 30 minutes.; repeated 13 time(s).","Volume Accumulation is stable in the recent sample, but needs more observations.",Recent signal history,Reduce repeated misses or weak outcomes after user review.,0
296,1778821803629,Momentum Breakout,v1,v1-proposal,Current SignalEngine scoring and filters for Momentum Breakout.,"Review rule for TRADE_VALUE_FILTER_EXCLUDED: move 0.00% from previous snapshot, 0.00% over 30 minutes.; repeated 13 time(s).",Momentum Breakout is related to repeated missed opportunities.,"KRW-FF, KRW-ESP, KRW-CRO, KRW-SOL, KRW-DRIFT, KRW-USDT, KRW-ZKP, KRW-BREV, KRW-KERNEL, KRW-LA, KRW-POLYX, KRW-CVC, KRW-AWE, KRW-HP, KRW-AXL, KRW-ETH, KRW-ME, KRW-PENDLE, KRW-UP2, KRW-TOSHI, KRW-BTC, KRW-POWR, KRW-SAHARA, KRW-HOLO, KRW-XRP, KRW-PIEVERSE, KRW-AKT, KRW-FLOCK, KRW-PLUME, KRW-TREE, KRW-CC, KRW-LINEA",Reduce repeated misses or weak outcomes after user review.,0
297,1778821803629,Rebound Watch,v1,v1-proposal,Current SignalEngine scoring and filters for Rebound Watch.,"Review rule for TRADE_VALUE_FILTER_EXCLUDED: move 0.00% from previous snapshot, 0.00% over 30 minutes.; repeated 13 time(s).","Rebound Watch is stable in the recent sample, but needs more observations.",Recent signal history,Reduce repeated misses or weak outcomes after user review.,0
298,1778849222291,Rebound Watch,v1,v1-proposal,Current SignalEngine scoring and filters for Rebound Watch.,"Review rule for SCORE_TOO_LOW: move 0.00% from previous snapshot, 0.00% over 30 minutes.; repeated 7 time(s).","Rebound Watch is stable in the recent sample, but needs more observations.",Recent signal history,Reduce repeated misses or weak outcomes after user review.,0
299,1778849222291,Volume Accumulation,v1,v1-proposal,Current SignalEngine scoring and filters for Volume Accumulation.,"Review rule for SCORE_TOO_LOW: move 0.00% from previous snapshot, 0.00% over 30 minutes.; repeated 7 time(s).","Volume Accumulation is stable in the recent sample, but needs more observations.",Recent signal history,Reduce repeated misses or weak outcomes after user review.,0
300,1778849222291,Momentum Breakout,v1,v1-proposal,Current SignalEngine scoring and filters for Momentum Breakout.,"Review rule for SCORE_TOO_LOW: move 0.00% from previous snapshot, 0.00% over 30 minutes.; repeated 7 time(s).",Momentum Breakout is related to repeated missed opportunities.,"KRW-FLOCK, KRW-ESP, KRW-KAITO, KRW-XRP, KRW-USDT, KRW-ASTR, KRW-BTC, KRW-IRYS, KRW-SOL, KRW-DRIFT, KRW-KERNEL, KRW-DOGE, KRW-ETH, KRW-FF, KRW-AWE, KRW-PENDLE, KRW-SAHARA, KRW-CHZ, KRW-POLYX",Reduce repeated misses or weak outcomes after user review.,0
301,1778850839111,Rebound Watch,v1,v1-proposal,Current SignalEngine scoring and filters for Rebound Watch.,"Review rule for TRADE_VALUE_FILTER_EXCLUDED: move 0.00% from previous snapshot, 0.00% over 30 minutes.; repeated 7 time(s).","Rebound Watch is stable in the recent sample, but needs more observations.",Recent signal history,Reduce repeated misses or weak outcomes after user review.,0
302,1778850839111,Volume Accumulation,v1,v1-proposal,Current SignalEngine scoring and filters for Volume Accumulation.,"Review rule for TRADE_VALUE_FILTER_EXCLUDED: move 0.00% from previous snapshot, 0.00% over 30 minutes.; repeated 7 time(s).","Volume Accumulation is stable in the recent sample, but needs more observations.",Recent signal history,Reduce repeated misses or weak outcomes after user review.,0
303,1778850839111,Momentum Breakout,v1,v1-proposal,Current SignalEngine scoring and filters for Momentum Breakout.,"Review rule for TRADE_VALUE_FILTER_EXCLUDED: move 0.00% from previous snapshot, 0.00% over 30 minutes.; repeated 7 time(s).",Momentum Breakout is related to repeated missed opportunities.,"KRW-BTC, KRW-SOL, KRW-XRP, KRW-DRIFT, KRW-KERNEL, KRW-USDT, KRW-AWE, KRW-SAHARA, KRW-DOGE, KRW-ETH, KRW-FF, KRW-FLOCK, KRW-ESP, KRW-KAITO, KRW-ASTR, KRW-IRYS, KRW-PENDLE, KRW-CHZ, KRW-POLYX",Reduce repeated misses or weak outcomes after user review.,0
304,1778851283054,Volume Accumulation,v1,v1-proposal,Current SignalEngine scoring and filters for Volume Accumulation.,"Review rule for SCORE_TOO_LOW: move 0.00% from previous snapshot, 0.00% over 30 minutes.; repeated 6 time(s).","Volume Accumulation is stable in the recent sample, but needs more observations.",Recent signal history,Reduce repeated misses or weak outcomes after user review.,0
305,1778851283054,Rebound Watch,v1,v1-proposal,Current SignalEngine scoring and filters for Rebound Watch.,"Review rule for SCORE_TOO_LOW: move 0.00% from previous snapshot, 0.00% over 30 minutes.; repeated 6 time(s).","Rebound Watch is stable in the recent sample, but needs more observations.",Recent signal history,Reduce repeated misses or weak outcomes after user review.,0
306,1778851283054,Momentum Breakout,v1,v1-proposal,Current SignalEngine scoring and filters for Momentum Breakout.,"Review rule for SCORE_TOO_LOW: move 0.00% from previous snapshot, 0.00% over 30 minutes.; repeated 6 time(s).",Momentum Breakout is related to repeated missed opportunities.,"KRW-SENT, KRW-ESP, KRW-KAITO, KRW-BTC, KRW-SOL, KRW-XRP, KRW-DRIFT, KRW-KERNEL, KRW-USDT, KRW-AWE, KRW-SAHARA, KRW-DOGE, KRW-ETH, KRW-FF, KRW-FLOCK, KRW-ASTR, KRW-IRYS, KRW-PENDLE, KRW-CHZ, KRW-POLYX",Reduce repeated misses or weak outcomes after user review.,0
307,1778855991572,Rebound Watch,v1,v1-proposal,Current SignalEngine scoring and filters for Rebound Watch.,"Review rule for TRADE_VALUE_FILTER_EXCLUDED: move 0.00% from previous snapshot, 0.00% over 30 minutes.; repeated 6 time(s).","Rebound Watch is stable in the recent sample, but needs more observations.",Recent signal history,Reduce repeated misses or weak outcomes after user review.,0
308,1778855991572,Volume Accumulation,v1,v1-proposal,Current SignalEngine scoring and filters for Volume Accumulation.,"Review rule for TRADE_VALUE_FILTER_EXCLUDED: move 0.00% from previous snapshot, 0.00% over 30 minutes.; repeated 6 time(s).","Volume Accumulation is stable in the recent sample, but needs more observations.",Recent signal history,Reduce repeated misses or weak outcomes after user review.,0
309,1778855991572,Momentum Breakout,v1,v1-proposal,Current SignalEngine scoring and filters for Momentum Breakout.,"Review rule for TRADE_VALUE_FILTER_EXCLUDED: move 0.00% from previous snapshot, 0.00% over 30 minutes.; repeated 6 time(s).",Momentum Breakout is related to repeated missed opportunities.,"KRW-AWE, KRW-DOGE, KRW-USDE, KRW-USDC, KRW-ETH, KRW-FF, KRW-JST, KRW-KAITO, KRW-USDS, KRW-BTC, KRW-ONDO, KRW-XRP, KRW-KERNEL, KRW-USDT, KRW-SAHARA, KRW-ASTR, KRW-CHZ, KRW-SENT, KRW-ESP, KRW-SOL, KRW-DRIFT, KRW-FLOCK, KRW-IRYS, KRW-PENDLE",Reduce repeated misses or weak outcomes after user review.,0
310,1778857986098,Rebound Watch,v1,v1-proposal,Current SignalEngine scoring and filters for Rebound Watch.,"Review rule for TRADE_VALUE_FILTER_EXCLUDED: move 0.00% from previous snapshot, 0.00% over 30 minutes.; repeated 5 time(s).","Rebound Watch is stable in the recent sample, but needs more observations.",Recent signal history,Reduce repeated misses or weak outcomes after user review.,0
311,1778857986098,Volume Accumulation,v1,v1-proposal,Current SignalEngine scoring and filters for Volume Accumulation.,"Review rule for TRADE_VALUE_FILTER_EXCLUDED: move 0.00% from previous snapshot, 0.00% over 30 minutes.; repeated 5 time(s).","Volume Accumulation is stable in the recent sample, but needs more observations.",Recent signal history,Reduce repeated misses or weak outcomes after user review.,0
312,1778857986098,Momentum Breakout,v1,v1-proposal,Current SignalEngine scoring and filters for Momentum Breakout.,"Review rule for TRADE_VALUE_FILTER_EXCLUDED: move 0.00% from previous snapshot, 0.00% over 30 minutes.; repeated 5 time(s).",Momentum Breakout is related to repeated missed opportunities.,"KRW-AWE, KRW-DOGE, KRW-JST, KRW-SAHARA, KRW-STORJ, KRW-ETH, KRW-USDS, KRW-BTC, KRW-XRP, KRW-KERNEL, KRW-USDT, KRW-USDE, KRW-USDC, KRW-FF, KRW-KAITO, KRW-ONDO, KRW-ASTR, KRW-CHZ, KRW-SENT, KRW-ESP, KRW-SOL, KRW-DRIFT, KRW-FLOCK, KRW-IRYS, KRW-PENDLE",Reduce repeated misses or weak outcomes after user review.,0
313,1778862791308,Rebound Watch,v1,v1-proposal,Current SignalEngine scoring and filters for Rebound Watch.,"Review rule for TRADE_VALUE_FILTER_EXCLUDED: move 0.00% from previous snapshot, 0.00% over 30 minutes.; repeated 8 time(s).","Rebound Watch is stable in the recent sample, but needs more observations.",Recent signal history,Reduce repeated misses or weak outcomes after user review.,0
314,1778862791308,Volume Accumulation,v1,v1-proposal,Current SignalEngine scoring and filters for Volume Accumulation.,"Review rule for TRADE_VALUE_FILTER_EXCLUDED: move 0.00% from previous snapshot, 0.00% over 30 minutes.; repeated 8 time(s).","Volume Accumulation is stable in the recent sample, but needs more observations.",Recent signal history,Reduce repeated misses or weak outcomes after user review.,0
315,1778862791308,Momentum Breakout,v1,v1-proposal,Current SignalEngine scoring and filters for Momentum Breakout.,"Review rule for TRADE_VALUE_FILTER_EXCLUDED: move 0.00% from previous snapshot, 0.00% over 30 minutes.; repeated 8 time(s).",Momentum Breakout is related to repeated missed opportunities.,"KRW-USDS, KRW-ETH, KRW-PENDLE, KRW-BTC, KRW-XRP, KRW-KERNEL, KRW-CC, KRW-USDE, KRW-SAHARA, KRW-DOGE, KRW-USDC, KRW-IRYS, KRW-STORJ, KRW-DRIFT, KRW-ESP, KRW-FF, KRW-JST, KRW-USDT, KRW-AWE, KRW-B3, KRW-KAITO, KRW-ONDO, KRW-ASTR, KRW-CHZ, KRW-SENT, KRW-SOL, KRW-FLOCK",Reduce repeated misses or weak outcomes after user review.,0
316,1778863016678,Rebound Watch,v1,v1-proposal,Current SignalEngine scoring and filters for Rebound Watch.,"Review rule for TRADE_VALUE_FILTER_EXCLUDED: move 0.00% from previous snapshot, 0.00% over 30 minutes.; repeated 9 time(s).","Rebound Watch is stable in the recent sample, but needs more observations.",Recent signal history,Reduce repeated misses or weak outcomes after user review.,0
317,1778863016678,Volume Accumulation,v1,v1-proposal,Current SignalEngine scoring and filters for Volume Accumulation.,"Review rule for TRADE_VALUE_FILTER_EXCLUDED: move 0.00% from previous snapshot, 0.00% over 30 minutes.; repeated 9 time(s).","Volume Accumulation is stable in the recent sample, but needs more observations.",Recent signal history,Reduce repeated misses or weak outcomes after user review.,0
